id,state,name,shape
RI-01,RI,01,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-71.383586,41.464782 -71.389284,41.460605 -71.390275,41.455043 -71.399568,41.448596 -71.40056,41.46094 -71.3959269891894,41.4922154093505 -71.3865110895135,41.4930714017381 -71.3789141752165,41.5049482717527 -71.3910050402178,41.5145781684887 -71.392136918141,41.5244678361951 -71.3844780987806,41.556735718933 -71.379020690918,41.5677719116211 -71.373617722059,41.573213534035 -71.3701937566555,41.573962525819 -71.3635598312027,41.5708595580793 -71.3598683642902,41.5563077206657 -71.3632923172528,41.5019523180943 -71.3604033507202,41.4831205249631 -71.3809471307001,41.4745606166381</coordinates></LinearRing></outerBoundaryIs></Polygon>"
OH-13,OH,13,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-82.2834777595835,41.4292837547725 -82.268479,41.430842 -82.254678,41.434441 -82.2510707983376,41.4362120905313 -82.2266949973864,41.4481803014317 -82.1997842731949,41.461393127679 -82.193375,41.46454 -82.1907785229251,41.4665810318133 -82.18885,41.468097 -82.186174,41.47344 -82.184774,41.47404 -82.181598,41.471634 -82.1795661346275,41.4719853968712 -82.165373,41.47444 -82.1532114293992,41.4779582881974 -82.1301157251416,41.4846397725522 -82.094169,41.495039 -82.0665611386846,41.5019575059316 -82.0464662017121,41.5069932795851 -82.018266,41.5140602255027 -82.011966,41.515639 -81.996667766845,41.5145848892275 -81.994565,41.51444 -81.9681290756121,41.5064217656242 -81.969663,41.458043 -81.969963,41.416745 -81.970464,41.386748 -81.938367,41.350955 -81.903559,41.35065 -81.868159,41.343151 -81.866985,41.332717 -81.857758,41.331152 -81.845257,41.334451 -81.836157,41.342451 -81.829956,41.343251 -81.830456,41.345151 -81.832158,41.350652 -81.829356,41.339551 -81.836557,41.333151 -81.837156,41.326251 -81.835456,41.314252 -81.812855,41.313152 -81.785056,41.350652 -81.754353,41.350852 -81.727052,41.350752 -81.705051,41.350852 -81.660648,41.350853 -81.633547,41.351253 -81.598545,41.351053 -81.597845,41.350853 -81.597644,41.349554 -81.597044,41.347154 -81.587944,41.338554 -81.587443,41.319454 -81.582443,41.306254 -81.573143,41.290755 -81.568794,41.288316 -81.564441,41.283955 -81.565141,41.277755 -81.590342,41.232655 -81.586642,41.202655 -81.511037,41.202855 -81.489536,41.183156 -81.485336,41.162856 -81.471335,41.162956 -81.468335,41.159256 -81.468735,41.148556 -81.465035,41.148356 -81.458435,41.146556 -81.469535,41.142756 -81.471003,41.13852 -81.475735,41.130356 -81.478836,41.133656 -81.481536,41.133756 -81.477436,41.130156 -81.484136,41.119356 -81.465821,41.118827 -81.465821,41.117221 -81.520959,41.138881 -81.535419,41.140138 -81.518064,41.144424 -81.524723,41.16433 -81.533381,41.151283 -81.544575,41.139607 -81.551728,41.138103 -81.559262,41.146675 -81.554842,41.14365 -81.539231,41.160503 -81.571041,41.169055 -81.565041,41.140955 -81.55054,41.129955 -81.542639,41.105655 -81.531839,41.094155 -81.526538,41.104455 -81.513538,41.105655 -81.500437,41.097455 -81.518138,41.067955 -81.485036,41.064756 -81.491237,41.041355 -81.492189,41.019351 -81.498138,40.958356 -81.484338,40.938556 -81.465137,40.910556 -81.467638,40.907856 -81.470649,40.907987 -81.490039,40.908556 -81.504039,40.909036 -81.536341,40.910256 -81.567831,40.911529 -81.589344,40.912356 -81.608922,40.912946 -81.617555,40.913252 -81.637647,40.913955 -81.647847,40.943355 -81.649607,40.988535 -81.685949,40.988854 -81.688298,41.000544 -81.687946,41.026301 -81.687649,41.046154 -81.687449,41.064694 -81.686848,41.135854 -81.686248,41.168454 -81.685648,41.201954 -81.784684,41.201703 -81.920005,41.199727 -81.919985,41.204781 -81.926376,41.199712 -81.937219,41.180783 -81.939094,41.177464 -81.975752,41.167762 -81.974438,41.199836 -81.978762,41.274152 -82.002109,41.301488 -82.041301,41.283774 -82.070168,41.289851 -82.069368,41.328349 -82.074401,41.336248 -82.085626,41.339391 -82.085987,41.342319 -82.102312,41.351947 -82.09937,41.342448 -82.10766,41.336262 -82.116771,41.347647 -82.146223,41.346539 -82.127472,41.349947 -82.155001,41.351947 -82.168434,41.364832 -82.175874,41.376945 -82.164574,41.403844 -82.179174,41.416543 -82.186775,41.418143 -82.226277,41.426142 -82.235578,41.415142 -82.246278,41.411642 -82.265079,41.404443 -82.28308,41.418943</coordinates></LinearRing></outerBoundaryIs></Polygon>"
OH-10,OH,10,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-81.710953,41.50175 -81.710721,41.498328 -81.720754,41.49285 -81.717654,41.49075 -81.717754,41.48725 -81.721254,41.47755 -81.703953,41.469751 -81.704152,41.456851 -81.693052,41.465451 -81.682052,41.470151 -81.663851,41.479151 -81.659051,41.477251 -81.65915,41.472751 -81.65725,41.466151 -81.64465,41.453353 -81.629649,41.450852 -81.615047,41.434252 -81.592747,41.429154 -81.584445,41.416953 -81.575144,41.384653 -81.565345,41.385254 -81.565643,41.379553 -81.553043,41.381554 -81.536642,41.378454 -81.52074,41.358154 -81.488938,41.357954 -81.488939,41.377254 -81.480638,41.373654 -81.477138,41.369054 -81.469538,41.368954 -81.469439,41.369855 -81.460137,41.369754 -81.457137,41.369654 -81.457137,41.364254 -81.455237,41.364254 -81.455237,41.356954 -81.452336,41.356854 -81.450337,41.356755 -81.450331,41.349148 -81.460941,41.349346 -81.464037,41.349441 -81.489138,41.349754 -81.508139,41.350054 -81.51754,41.350154 -81.51864,41.350154 -81.52644,41.350254 -81.535985,41.350348 -81.536076,41.350349 -81.536244,41.350351 -81.585144,41.350754 -81.592244,41.350854 -81.597845,41.350853 -81.598545,41.351053 -81.633547,41.351253 -81.660648,41.350853 -81.705051,41.350852 -81.727052,41.350752 -81.754353,41.350852 -81.785056,41.350652 -81.812855,41.313152 -81.835456,41.314252 -81.837156,41.326251 -81.836557,41.333151 -81.829356,41.339551 -81.832158,41.350652 -81.830456,41.345151 -81.829956,41.343251 -81.836157,41.342451 -81.845257,41.334451 -81.857758,41.331152 -81.866985,41.332717 -81.868159,41.343151 -81.903559,41.35065 -81.938367,41.350955 -81.970464,41.386748 -81.969963,41.416745 -81.969663,41.458043 -81.9681290756121,41.5064217656242 -81.964912,41.505446 -81.962664,41.501341 -81.958463,41.498642 -81.9540778983288,41.4971096303611 -81.937862,41.491443 -81.9226091339121,41.4894266629703 -81.907561,41.4874373903012 -81.87736,41.483445 -81.8735555668112,41.4835331129689 -81.860262,41.483841 -81.8368744845444,41.4894190622775 -81.832458,41.486447 -81.833858,41.487847 -81.835058,41.488847 -81.835129,41.489444 -81.834658,41.489747 -81.836059,41.489347 -81.836059,41.4896135602174 -81.810758,41.495648 -81.8063234368673,41.4959151262655 -81.794157,41.496648 -81.7823692590394,41.4960555914703 -81.782258,41.49605 -81.768856,41.491649 -81.7513056220984,41.4883728226555 -81.744755,41.48715 -81.738755,41.48855 -81.7332283776944,41.491173962824</coordinates></LinearRing></outerBoundaryIs></Polygon>"
PA-11,PA,11,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-75.572731,41.469681 -75.55203,41.444481 -75.685631,41.317969 -75.630881,41.169172 -75.586047,41.173801 -75.554788,41.208616 -75.500388,41.232685 -75.137311,41.219175 -75.028923,41.080694 -74.992644,41.093214 -74.991718,41.092284 -74.991815,41.089132 -74.984782,41.088545 -74.972036,41.095562 -74.9672861874413,41.0948472844161 -74.970987,41.085293 -74.989332,41.078319 -74.999617,41.073943 -75.011133,41.067521 -75.015271,41.061215 -75.017239,41.055491 -75.025702,41.046482 -75.02543,41.04071 -75.030701,41.038416 -75.040668,41.031755 -75.070532,41.01862 -75.081101,41.016838 -75.090312,41.013302 -75.100682,41.006716 -75.110595,41.002174 -75.127196,40.993954 -75.131619,40.9889 -75.132106,40.982566 -75.135521,40.976865 -75.13378,40.970973 -75.129074,40.968976 -75.1214600943509,40.9691767345707 -75.120435,40.968302 -75.120652,40.968055 -75.160126,40.948489 -75.178076,40.940262 -75.212031,40.93196 -75.220953,40.922971 -75.234272,40.899151 -75.249624,40.891045 -75.283301,40.866304 -75.300824,40.859381 -75.373676,40.834434 -75.395745,40.828472 -75.439413,40.818912 -75.478546,40.813084 -75.528428,40.806732 -75.551358,40.804553 -75.57703,40.799368 -75.602608,40.788043 -75.609906,40.787224 -75.660288,40.779019 -75.67755,40.776323 -75.6878,40.773284 -75.696581,40.769205 -75.703292,40.762213 -75.733398,40.750094 -75.742586,40.74391 -75.757534,40.735528 -75.757761,40.735442 -75.781565,40.750093 -75.858126,40.798609 -75.886037,40.816267 -75.893655,40.822806 -75.908422,40.835635 -75.957903,40.878375 -75.984096,40.901206 -75.994936,40.910631 -75.997348,40.912985 -76.104693,40.922693 -76.124654,40.927957 -76.170199,40.939906 -76.172403,40.940484 -76.207827,40.94974 -76.249661,40.915792 -76.272878,40.894397 -76.281557,40.8864 -76.284611,40.883588 -76.2991,40.831191 -76.30717,40.801809 -76.338538,40.790539 -76.348587,40.786916 -76.354879,40.784638 -76.359097,40.783131 -76.364678,40.781147 -76.376038,40.77705 -76.380152,40.775511 -76.391953,40.796418 -76.494425,40.82421 -76.500067,40.858342 -76.528216,40.919137 -76.521553,40.964363 -76.618007,41.074026 -76.483391,41.246588 -76.313364,41.282045 -76.097568,41.271649 -75.905941,41.28968 -75.902241,41.261881 -75.841039,41.29768 -75.815039,41.352979 -75.686235,41.457678 -75.625033,41.45098 -75.615632,41.47678</coordinates></LinearRing></outerBoundaryIs></Polygon>"
RI-01,RI,01,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-71.326769,41.491286 -71.325365,41.487601 -71.327822,41.482985 -71.3430130975858,41.4956153950024 -71.3411216434439,41.4985980686211</coordinates></LinearRing></outerBoundaryIs></Polygon>"
OH-09,OH,09,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-82.826461,41.473798 -82.823997,41.472083 -82.815268,41.469682 -82.810859,41.472472 -82.812289,41.475606 -82.804656,41.468332 -82.79675,41.467165 -82.791794,41.463939 -82.783737,41.458426 -82.777209,41.45245 -82.763011,41.445701 -82.75307,41.444668 -82.742889,41.45066 -82.73711,41.448238 -82.737021,41.450732 -82.733714,41.459745 -82.731039,41.461371 -82.730461,41.460753 -82.730454,41.450574 -82.723372,41.454534 -82.722674,41.45625 -82.718935,41.457851 -82.71553,41.458721 -82.7065,41.46172 -82.696982,41.460646 -82.695339,41.457175 -82.682691,41.45335 -82.679559,41.454585 -82.674207,41.453852 -82.666029,41.453782 -82.662107,41.451586 -82.662898,41.44955 -82.677492,41.445253 -82.676094,41.444177 -82.669436,41.446212 -82.662079,41.44406 -82.661016,41.441521 -82.658585,41.438387 -82.659894,41.434065 -82.657642,41.441959 -82.658026,41.452278 -82.672384,41.460199 -82.674054,41.463894 -82.683572,41.479403 -82.691237,41.481713 -82.694068,41.488414 -82.658302,41.461878 -82.6174914760665,41.4307434545202 -82.618291,41.430274 -82.623905,41.425018 -82.621233,41.424374 -82.617219,41.42122 -82.613908,41.423486 -82.60339,41.41951 -82.604209,41.41617 -82.604329,41.414271 -82.601962,41.419442 -82.616951,41.427076 -82.616952,41.428425 -82.55808,41.400005 -82.5257090114317,41.3884853668006 -82.513827,41.384257 -82.481214,41.381342 -82.460599,41.386316 -82.398086,41.413945 -82.3792358879243,41.4205390601964 -82.361784,41.426644 -82.3480774095015,41.4284311900299 -82.334182,41.430243 -82.29158,41.428442 -82.2834777595835,41.4292837547725 -82.28308,41.418943 -82.265079,41.404443 -82.246278,41.411642 -82.235578,41.415142 -82.226277,41.426142 -82.186775,41.418143 -82.179174,41.416543 -82.164574,41.403844 -82.175874,41.376945 -82.168434,41.364832 -82.155001,41.351947 -82.127472,41.349947 -82.146223,41.346539 -82.116771,41.347647 -82.10766,41.336262 -82.09937,41.342448 -82.102312,41.351947 -82.085987,41.342319 -82.085626,41.339391 -82.074401,41.336248 -82.069368,41.328349 -82.070168,41.289851 -82.041301,41.283774 -82.002109,41.301488 -81.978762,41.274152 -81.974438,41.199836 -82.002764,41.199754 -82.072469,41.199853 -82.07417,41.137954 -82.07417,41.137854 -82.07427,41.136354 -82.169876,41.137053 -82.171492,41.063538 -82.203917,41.064004 -82.254257,41.064623 -82.258386,41.064732 -82.304205,41.065643 -82.336518,41.065862 -82.337198,41.089297 -82.340486,41.130603 -82.341086,41.173653 -82.344086,41.202152 -82.343986,41.240052 -82.342385,41.27785 -82.384558,41.283807 -82.399257,41.283905 -82.420089,41.28395 -82.539302,41.28564 -82.561883,41.285972 -82.593621,41.286297 -82.611953,41.286329 -82.668144,41.286834 -82.740747,41.287898 -82.78854,41.288756 -82.823327,41.289535 -82.835675,41.289836 -82.843547,41.342977 -82.845421,41.386671 -82.903233,41.43034 -82.901186,41.432257 -82.89684,41.432598 -82.895927,41.434039 -82.888996,41.436713 -82.883764,41.44021 -82.8813,41.442793 -82.8708,41.440137 -82.860314,41.441263 -82.85761,41.442087 -82.855179,41.443003 -82.851532,41.445498 -82.848735,41.445796 -82.847186,41.446917 -82.845728,41.448976 -82.841259,41.449641 -82.83594,41.451632 -82.830925,41.454858 -82.828129,41.459044 -82.822718,41.460006 -82.828616,41.461126 -82.831932,41.464236 -82.833576,41.469451 -82.834583,41.478394 -82.833244,41.478417 -82.831994,41.469451 -82.831051,41.466432 -82.829742,41.464488 -82.827827,41.463413 -82.829104,41.466249 -82.829775,41.471899 -82.828772,41.473248</coordinates></LinearRing></outerBoundaryIs></Polygon>"
CT-04,CT,04,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.104354,41.489296 -73.104454,41.484596 -73.077353,41.465196 -73.085425,41.436896 -73.088417,41.399792 -73.107674,41.398226 -73.116303,41.385399 -73.139555,41.361196 -73.126154,41.346596 -73.122854,41.341396 -73.093353,41.320896 -73.09292,41.317829 -73.092752,41.314896 -73.092452,41.311696 -73.092352,41.309296 -73.09746,41.303602 -73.102953,41.301996 -73.116553,41.277496 -73.116953,41.274496 -73.139954,41.257396 -73.143154,41.241096 -73.149955,41.232896 -73.159155,41.225896 -73.156555,41.200596 -73.153854,41.192496 -73.154454,41.183596 -73.1642978006269,41.1585400217039 -73.1700741317383,41.1605324428772 -73.1707013917016,41.1649448907348 -73.1760087411026,41.1662595550662 -73.1777742862742,41.1666968918774 -73.1810872785135,41.1655516858697 -73.202656,41.158096 -73.2202733013517,41.1474500262621 -73.2282953294052,41.1426023882342 -73.235058,41.143996 -73.2453918821911,41.1298970599563 -73.247958,41.126396 -73.262358,41.117496 -73.2863485531892,41.1277210626272 -73.286759,41.127896 -73.296359,41.125696 -73.2986628914499,41.1242988914503 -73.31186,41.116296 -73.33066,41.109996 -73.3473003976649,41.1076076720311 -73.3703111705105,41.1043050302624 -73.3722958164764,41.1040201821738 -73.3832829231094,41.0949919996834 -73.392162,41.087696 -73.4001542050479,41.0862991549312 -73.4015854358043,41.0849182265195 -73.4136699707419,41.0732584172517 -73.4205426345772,41.0679376221133 -73.435063,41.056696 -73.4469309646165,41.0570062533068 -73.450364,41.057096 -73.4682388679225,41.0513466475716 -73.477364,41.035997 -73.4933271144183,41.0481730713356 -73.4951763475247,41.0474329852626 -73.5169034770433,41.0387375179864 -73.5167669748877,41.0295625270691 -73.516766,41.029497 -73.522666,41.019297 -73.528866,41.016397 -73.5311686219898,41.0219187582978 -73.530188985206,41.0287762264908 -73.5327861644652,41.0316695768173 -73.5349084470968,41.0318780157425 -73.5353377810504,41.0319201825616 -73.5395025004613,41.0299652189793 -73.5514936126958,41.0243364633736 -73.5534538113501,41.0229255124961 -73.561968,41.016797 -73.567668,41.010897 -73.570068,41.001597 -73.583968,41.000897 -73.5848699960894,41.009419285066 -73.5849882519983,41.0105365965247 -73.5956989062807,41.0159948857123 -73.5960717230677,41.0159523715311 -73.6039517074836,41.0150537771078 -73.6419532428264,41.0026677667562 -73.6434779250641,41.0021708202563 -73.651175,40.995229 -73.657336,40.985171 -73.659671,40.987909 -73.6589726576031,40.9955035760307 -73.659372,40.999497 -73.6577160083133,41.0030695156092 -73.655571,41.007697 -73.6547977605634,41.0111336197182 -73.654671,41.011697 -73.655371,41.012797 -73.6605516602649,41.0182607835967 -73.662672,41.020497 -73.6664499605263,41.0251467975708 -73.670472,41.030097 -73.6717229152616,41.0316374387497 -73.679973,41.041797 -73.687173,41.050697 -73.694273,41.059296 -73.7062539148172,41.0742973224196 -73.716875,41.087596 -73.722575,41.093596 -73.727775,41.100696 -73.6959228258408,41.1154461998062 -73.6685946034016,41.1281014345575 -73.639672,41.141495 -73.6338893255403,41.144129850738 -73.632153,41.144921 -73.6143910942277,41.1529148089583 -73.5972315977751,41.1606375014566 -73.564941,41.17517 -73.5552296546231,41.1796594034426 -73.5360987373089,41.1885033280194 -73.514617,41.198434 -73.5127446305538,41.1993026626281 -73.509487,41.200814 -73.485357942688,41.211578273607 -73.482709,41.21276 -73.5026615227457,41.237345646738 -73.517398470581,41.2555046233292 -73.518384,41.256719 -73.5252121056375,41.2648311089262 -73.5405123666748,41.2830085348073 -73.550961,41.295422 -73.5498780363924,41.3019112543733 -73.548929,41.307598 -73.549574,41.315931 -73.548973,41.326297 -73.544728,41.366375 -73.543425,41.376622 -73.506668,41.377394 -73.502968,41.364794 -73.486772,41.35692 -73.443966,41.331695 -73.423765,41.335395 -73.380764,41.343195 -73.333062,41.318095 -73.26936,41.350695 -73.228558,41.369795 -73.228658,41.365795 -73.215269,41.36681 -73.201268,41.37411 -73.203657,41.378896 -73.196657,41.384596 -73.191557,41.388796 -73.186057,41.389896 -73.188157,41.398196 -73.184857,41.406296 -73.198157,41.411896 -73.207688,41.420544 -73.164628,41.447856 -73.165236,41.458144 -73.158628,41.462144 -73.160196,41.470752 -73.156388,41.481888 -73.125026,41.487552</coordinates></LinearRing></outerBoundaryIs></Polygon>"
MA-10,MA,10,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-70.59628,41.471905 -70.5860454040029,41.4701637336908 -70.57485,41.468259 -70.567356,41.471208 -70.56328,41.469127 -70.553277,41.452955 -70.552943,41.443394 -70.555588,41.430882 -70.553096,41.423952 -70.5480737487039,41.4165753129362 -70.547567,41.415831 -70.538301,41.409241 -70.528581,41.4051 -70.517584,41.403769 -70.506984,41.400242 -70.502372,41.392005 -70.501306,41.385391 -70.498959,41.384339 -70.490758,41.383634 -70.484503,41.38629 -70.472604,41.399128 -70.473035,41.408757 -70.470788,41.412875 -70.463833,41.419145 -70.450431,41.420703 -70.446233,41.39648 -70.449268,41.380422 -70.448262,41.353651 -70.451084,41.348161 -70.496162,41.346452 -70.538294,41.348958 -70.599157,41.349272 -70.6066801221734,41.3487588296516 -70.6511718455523,41.3457239416542 -70.709826,41.341723 -70.733253,41.336226 -70.747541,41.329952 -70.764188,41.318706 -70.768015,41.311959 -70.766166,41.308962 -70.768687,41.303702 -70.775665,41.300982 -70.7998766891942,41.3131025083501 -70.802083,41.314207 -70.819415,41.327212 -70.838777,41.347209 -70.833802,41.353386 -70.812309,41.355745 -70.800289,41.3538 -70.7948998247857,41.3519069087419 -70.783291,41.347829 -70.774974,41.349176 -70.768901,41.353246 -70.7682752371036,41.3539475622834 -70.729225,41.397728 -70.724366,41.398942 -70.712432,41.40885 -70.7123412404004,41.4094888934538 -70.711493,41.41546 -70.701378,41.430925 -70.686881,41.441334 -70.6540557322512,41.458584508209 -70.64933,41.461068 -70.603555,41.482384 -70.598444,41.481151</coordinates></LinearRing></outerBoundaryIs></Polygon>"
OH-17,OH,17,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-80.93483,41.425084 -80.904291,41.425159 -80.71209,41.425175 -80.70605,41.361504 -80.702139,41.367466 -80.700638,41.363948 -80.708387,41.351299 -80.570723,41.350327 -80.52608,41.350483 -80.5192972003798,41.3508426488843 -80.519345,41.34074 -80.519345,41.340145 -80.519293,41.339654 -80.519293,41.339054 -80.519311,41.339052 -80.519281,41.337174 -80.519281,41.337145 -80.519281,41.335958 -80.519265,41.333495 -80.519129,41.312408 -80.518794,41.305509 -80.5189708254498,41.27293722693 -80.518996,41.2683 -80.518993,41.268155 -80.518893,41.265155 -80.518693,41.248855 -80.5187666400563,41.2428537036093 -80.5187703217956,41.2425536602659 -80.518893,41.232556 -80.518893,41.219356 -80.518889909947,41.2188585014715 -80.51883,41.209213 -80.5188814738795,41.2029820377071 -80.5189602549202,41.1934455174676 -80.5190111414591,41.1872856533132 -80.519144,41.171203 -80.519115,41.14552 -80.519167,41.133343 -80.519012,41.125116 -80.519012,41.125057 -80.519056,41.125057 -80.518992,41.115958 -80.519192,41.105358 -80.519125,41.100819 -80.519092,41.090658 -80.519088,41.082074 -80.518999,41.075014 -80.51896,41.071866 -80.518928,41.070954 -80.5189568980907,41.0624579613232 -80.51896,41.061546 -80.5189374769188,41.0300416695452 -80.5189331285631,41.0239593740896 -80.518927,41.015387 -80.518989,40.995445 -80.5189917315845,40.9934529786235 -80.5189998118798,40.987560383669 -80.538384,40.987596 -80.614695,41.015259 -80.608195,41.017559 -80.596994,41.021859 -80.606095,41.023759 -80.611895,41.034059 -80.615795,41.038958 -80.629096,41.057758 -80.643872,41.060864 -80.647296,41.058558 -80.662597,41.058758 -80.663997,41.060538 -80.679998,41.061158 -80.704398,41.061458 -80.732218,41.061695 -80.810203,41.069458 -80.792803,41.084058 -80.791803,41.099557 -80.788203,41.132557 -80.80726,41.134153 -80.905649,41.134281 -80.999814,41.125057 -80.999814,41.105761 -80.999814,41.062057 -80.999814,40.999663 -81.050116,40.987958 -81.086818,40.988158 -81.099518,40.988058 -81.144321,40.988058 -81.172122,40.988158 -81.183811,40.988127 -81.201723,40.988057 -81.202924,40.988057 -81.272527,40.988457 -81.302728,40.988557 -81.31923,40.988358 -81.357231,40.988657 -81.394033,40.988556 -81.401233,40.988556 -81.405533,40.988456 -81.41722,40.966557 -81.417446,40.96156 -81.418335,40.940857 -81.418935,40.929657 -81.41904,40.928451 -81.419635,40.917557 -81.419674,40.916494 -81.419735,40.914857 -81.420019,40.909353 -81.420135,40.906657 -81.428536,40.906857 -81.436233,40.906969 -81.442787,40.90725 -81.467638,40.907856 -81.465137,40.910556 -81.484338,40.938556 -81.498138,40.958356 -81.492189,41.019351 -81.491237,41.041355 -81.485036,41.064756 -81.518138,41.067955 -81.500437,41.097455 -81.513538,41.105655 -81.526538,41.104455 -81.531839,41.094155 -81.542639,41.105655 -81.55054,41.129955 -81.565041,41.140955 -81.571041,41.169055 -81.539231,41.160503 -81.554842,41.14365 -81.559262,41.146675 -81.551728,41.138103 -81.544575,41.139607 -81.533381,41.151283 -81.524723,41.16433 -81.518064,41.144424 -81.535419,41.140138 -81.520959,41.138881 -81.465821,41.117221 -81.465821,41.118827 -81.465397,41.118838 -81.439734,41.124356 -81.436234,41.135756 -81.414333,41.128456 -81.392232,41.135356 -81.392231,41.166156 -81.392031,41.203556 -81.391931,41.270255 -81.391831,41.276655 -81.298527,41.275255 -81.210823,41.274055 -81.14862,41.273355 -81.101347,41.269667 -81.095118,41.272355 -81.001028,41.271863 -81.001437,41.347855 -81.003483,41.407094</coordinates></LinearRing></outerBoundaryIs></Polygon>"
NE-02,NE,02,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.444727,41.393429 -96.358378,41.393147 -96.319323,41.393244 -96.275083,41.393126 -96.232887,41.393125 -96.17787,41.393088 -96.138931,41.393077 -96.088623,41.392996 -96.027723,41.3931 -95.989305,41.393142 -95.93749,41.393095 -95.93519,41.384395 -95.93099,41.364696 -95.952191,41.353496 -95.956691,41.345496 -95.9436764327358,41.3318969822097 -95.92569,41.322197 -95.89929,41.321197 -95.874689,41.307097 -95.88239,41.281397 -95.90429,41.293497 -95.927491,41.298397 -95.913991,41.271398 -95.9214199913545,41.2598094121037 -95.9139505121951,41.243298 -95.912591,41.226998 -95.927491,41.202198 -95.91829,41.186698 -95.864789,41.188298 -95.841744521739,41.1759110434781 -95.852788,41.165398 -95.871912,41.168122 -95.883489,41.154898 -95.868688,41.124698 -95.862587,41.088399 -95.8734535201984,41.073099 -95.881855,41.057211 -95.879487,41.053299 -95.889215,41.058443 -95.928233,41.085826 -96.003991,41.092498 -96.028292,41.138098 -96.042714,41.133912 -96.100794,41.126998 -96.119495,41.162098 -96.157997,41.186498 -96.287199,41.190199 -96.336532,41.197955 -96.365558,41.234136 -96.350598,41.265192 -96.383037,41.299399 -96.408502,41.320629 -96.415145,41.356136 -96.45769,41.379166</coordinates></LinearRing></outerBoundaryIs></Polygon>"
MA-10,MA,10,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-70.0944714129292,41.2974606170464 -70.092142,41.297741 -70.082072,41.299093 -70.062565,41.308726 -70.046088,41.321651 -70.031332,41.339332 -70.028805483994,41.3599186172926 -70.0309243977764,41.3674525349912 -70.0351622253412,41.3721612358339 -70.0384583154749,41.3763990725236 -70.045586,41.383598 -70.049564,41.3879 -70.0490528935118,41.3917023468409 -70.0335141802744,41.3858164650844 -70.0184463357524,41.3686297159049 -69.960277,41.278731 -69.960181,41.264546 -69.964422,41.25457 -69.965725,41.252466 -69.975,41.247392 -70.001586,41.239353 -70.015225,41.237964 -70.0374502773326,41.2407559092727 -70.052807,41.242685 -70.083239,41.2444 -70.096967,41.24085 -70.1168749784324,41.2422269180549 -70.118669,41.242351 -70.1642715693533,41.2542137002105 -70.170681,41.255881 -70.2371745552283,41.2827241602721 -70.2561641773408,41.2881231684998 -70.2667760215963,41.2944530485502 -70.2734782424387,41.3015276065768 -70.2755261402452,41.3104639010334 -70.2606323209613,41.3100915494181 -70.2492757842984,41.3056234094053 -70.2444352962782,41.3032031671991 -70.2401533248576,41.2953839131574 -70.2295414697787,41.2901710735218 -70.2086901256675,41.2901710735218 -70.196304,41.294612 -70.12446,41.293851 -70.1228549981785,41.2940441882259</coordinates></LinearRing></outerBoundaryIs></Polygon>"
